user_id,total play,Artist,genre,track
E429FC34,142.236725,Nicholas Britell,soundtrack,Finding Home
BF654BAC,22.857,Ondřej Smeykal,world,Tokyo-remix
D3DD8D00,8.812000000000001,Beverly B,jazz,We Become
25345A93,12.074000000000002,Аполлинария,pop,Я влюбилась
4DFF4B9F,0.0,Cheraze,rnb,Promets pas la lune
A8847567,2.7427639999999998,Chieko Kinbara,pop,IF YOU ONLY
47511E,247.510167,Rock Legends,rock,Two Hearts In Love
98F4C3CD,2.7039999999999997,Sidonie,pop,Carnaval
9FDEFCFC,452.15346900000003,,dance,Give Yourself Up
6F9E096F,6.192622,James Woolwine,classical,Introduction
C8511FE8,34.294000000000004,Hurricane,pop,Take What You Want
60D374F1,34.193000000000005,J'Seva,ruspop,Дымом в облаках
25288B60,192.4,Glam Sam And His Combo,dance,Gotta Let It Go
27581DF9,84.555,Nikki Yanofsky,pop,Miss You When I'm Drunk
FE76AC63,0.1,,,
544E530E,0.1,Vadim Chaimovich,classical,Piano Sonata No. 10 in C Major K. 330: I. Allegro moderato
C2119A4,18.0,Transformer,disco,Cinema Car
F752E0E0,98.986,Melodysheep,electronic,Our Story
51A94007,237.11341659999997,Високосный Год,world,21-й встречный
B5074D07,170.45,Henrique & Diego,country,Suíte 14
C7AD7F27,18.026,Sola Rosa,electronic,Pick Up
87C1AD6B,2.612,,rock,
3B7E405D,331.8595918367347,Private Lessons,pop,Only in Photographs
E20DE2A4,0.1,Саша Грекова,rock,Холодная
7B606374,109.0,19:84,local,Something
EE4C0650,0.0,Ирина Месяц,fairytail,Улиткин день рождения
8051DBBF,358.466371,Hardstyle Connectors,dance,Headstrike
ED2D01B8,23.294,Stefano giannini,pop,Scubidu'
6001F208,8.315872193190819,Jukka Kuoppamäki,pop,Nautilus
DD26DFB2,170.292,Златаслава,ruspop,Горько
C6C12FD,0.0,Judy Santos,latin,Secreto
F8B8E189,13.090057999999996,Lo Fidelity Allstars,dance,Battleflag
46E35509,212.66285,Calypso,dance,Numbered
FB81B9EF,41.9,Loewenhertz,alternative,It's Too Late
CFDF934F,265.273469,Big Mountian,reggae,Baby I Love Your Way
E3D74ECD,456.045708,,dance,Jazzy Bouzouki
C021E75F,0.0,Dvanov,rock,Blood
9905D736,0.0,Narsilion,folk,Desperta Ferro
7BBAB8ED,1.0,Christopher Lake,jazz,Kiss Those Tears Goodbye
53D01AD1,179.0,Monoir feat. DARA,dance,My Time
961E1E3F,186.697125,Алексей Хлестов,ruspop,Наступит ли завтра для нас
315C6C48,266.5534166,AUtOdiDakT,electronic,Everyone with Us (Autodidakt Retouch)
D1BAE05F,13.652999999999999,Shar-El,world,Yalla Mesiba
DABC4431,228.59755099999998,Dr. Sergei Shaboutin,world,Барин
D1BD187A,190.39,Chateau Marmont,techno,Invisible Eye
DB315EFC,0.0,The Wheels on the Bus,christian,If You're Happy and You Know It
B0805734,488.240846008642,Aruna Sairam,world,Kalinga Nardhana Tillana
DA332437,49.373999999999995,Mikey Classic and His Lonesome Spur,folk,No More Games
921870B7,7.5536293874999965,Remix by Sebastian Escofet,film,Almost eir
39FF1A12,203.2714337,Racer X,metal,Into the Night
B8773C4F,20.125879304038012,Alemberg Qindines Rosiane Limaverde,soundtrack,Wauica
23581C7E,0.0,,,
C73EFF41,4.0,Suto Polat,world,50 Sal
74F7008D,420.048,The Opposer Divine,industrial,Reverse
3AD85BEE,83.0,L'agent Zen,pop,Le troisième oeil
111DB036,0.0,Netlov,dance,Mahari
E7C8AFCF,0.1,,,
BF32936D,12.193984,Frederic & Ronza,urban,Unwind
6127E040,0.0,Ouijabeard,rock,Across the Room
DB672D24,3.0,Kwamz & Flava,world,Anytime
23154447,82.3,Piamime,easy,Merry Сhristmas
FE76AC63,0.1,,,
97599A21,1.4980000000000002,Real Lies,rock,Agytörés
64DE417,0.1,aftertheparty,rnb,Numb
DE0231FA,1.51,,,
EE1569CA,207.423,Sorina,electronic,Ciupi Ciupi (feat. Sorina)
17F2770B,429.01,Rauschhaus & PHCK,dance,Neptun
85C5C136,7.193,Feel It Still,pop,Feel It Still
14F5B588,0.1,,,
7ED7A967,8.08225851371386,Zaiback El Temor,latin,Buffet
C7CFEE6B,225.0,,ruspop,Touch Me Now
955CCE87,6.090725666666674,Vasim Инна Мичурина,ruspop,У окна
52C83181,47.6287610579859,,classical,The Rite Of Spring - Part 2: The Sacrifice
5A9E0C6F,0.1,Ton¥ Diamond,hiphop,Dead Heaven
77B56A00,11.884,Pavel Svetlove,electronic,Dolphin's Song
921292FA,135.27945578231294,,latin,Tu Boca Le Va a Mi Boca
58B65057,1.195444,Rob Zombie,rock,Mars Needs Women
90CDFAE9,3.026822253364994,Benny Latimore,soundtrack,Move And Groove Together
661500F,73.944,,electronic,Moonlight Remix
D44ED1F7,0.0,Max Denoise,easy,When I Fly For (Part One)
36CA6204,180.506122,Kirsty MacColl,pop,Days
C454A80E,0.0,Anthony Gomes,rock,Bluebird
9A203652,8.149036534441798,SALVA DALI,electronic,Bella ciao
6B4FB2A6,1.838,Extraterrestres,latin,El Dueño del Party
B7FC1D2A,9.930770820000003,Konstantinos Argiros,world,Sti Diki Mou Agkalia
C31591B3,1.60229,Urban Lovers Jazz Quartet,jazz,In a Sentimental Mood
A1F620CF,11.807,Wheat,alternative,Death Car
7B57747A,27.97669814827828,Pretty Wild,rock,High Enough
D7391A6B,0.0,Walter Gropius,speech,On Albers and Functionalism
76DC378E,3.0,Bigg Mouth,rock,Blowing in the Wind
BF0CD75D,206.706875,Сергей Вишняков,instrumental,Outro
B95D8030,308.987,Bagatelle,folk,Summer in Dublin
7BE9005F,315.0,Zeni N,dance,Chilled Bass
BFF5ECC5,43.439985,Abderrahim Al Tahane,world,Moqadima Tirmidi Pt.1
9E6A782E,1.0,Simon & Garfunkel,folkrock,The Leaves That Are Green
422EF164,119.959172,Franco Califano,pop,Napoli
C516E9FC,5.274107,Саша Алмазова и Non Cadenza,urban,О Любви
990BC1C,164.754286,Джованни Пьерлуиджи да Палестрина,classical,Exultate Deo
AFFB4725,140.1556462585034,Mr. Оч. & His Root Boys,rock,Rockabilly Boogie
DFA2A263,0.1,EVERLAKE,hiphop,West Coast
4FCC93E3,0.971907,Pete Thomas,jazz,Gadding About
AA68D105,204.564898,Арс Каверин,ruspop,Весна
8392275C,160.0,Bosque Brown,film,Gina Anne
2F8D9E74,340.74120800000003,Hannah Eve,electronic,Ghost
E54A2668,272.326507,Polyenso,rock,Osaka Son
1FC11D26,0.0,Garmarna,folkrock,Över gränsen
5FB4E2EB,10.966,Влад Соколовский,ruspop,Помада
6D659E44,420.0,Nemanja Radulovic,classical,J.S. Bach: Toccata & Fugue In D Minor BWV 565
3DBAC84D,8.71,Les succès zouk 2018,world,Je t'ai rêvé
4BE06045,298.29224500000004,The Synthersizer Sound Lab,pop,"In Motion (From ""The Social Network"")"
791869B3,212.819583,Ria Mae,pop,Bend
365FD8F5,2.949472,Punctual,electronic,King Without a Crown
552587FE,0.1,De Lux,rock,Make Space
43A1A4EA,210.0,Inspiring Yoga Collection,new,Ashtanga Yoga
EEF8AF5C,248.37224500000002,,,Wherever You Are
49037708,0.0,The Greensleeves,rock,Home
69011C9D,0.0,CD9,latin,Qué Le Importa a la Gente
46C7FCD7,233.606,Nagano Kitchen,electronic,Destination Nagano
8205AEBD,60.398,Bethany Joy Lenz,pop,Start It Up
65857952,0.0,Guesch Patti,pop,Bilingue
B62C7B79,16.244,Camelia Miutescu,latin,Un Trandafir Creste La Firida Mea
4BCC7A55,0.0,,classical,Concerto for Flute and Orchestra in G minor Op. 10 No. 2 RV. 439: La Notte IV. Presto
4CB737FF,16.91637599836867,Jean Beauvoir,dance,Feel the Heat
A69A89A,37.987766122125784,Mic Geronimo,hiphop,Killed a Man
B4DD3C6F,3.7546800000000005,Божественный Скрежет,local,Координаты
B2730341,95.613,Pretty Vicious,rock,Cave Song
3049130,0.1,808 Mafia´s,hiphop,Mafiosa
EF87D3F5,18.276,Coqui Selection,house,Everybody
C1224858,266.997551,House of Waters,world,Revolution
C59A8FFE,22.0,Mr. Capone-E,rap,Mans Not Cold
5D35BD13,133.0,,rap,Не спать
2E0A341F,66.612,Mackned,hiphop,100 Races (feat. Faces)
338698F,26.962,Morgion,metal,The Serpentine Scrolls
5965AFA7,210.0506,,dance,Goldmine
5E8EDBAD,332.355917,Trifo Olly James Simon Milan & Brenton Mattheus,dance,Take the Lead
73A0F416,243.853042,Yaki-Da,pop,Deep in the Jungle (Monte X 2)
CCD03564,5.0,Melodores,soundtrack,Take Me To Church
C195E512,6.998462,The Illuminati,rock,Carfax Abbey
82BDF09D,4.595,Point Blvnk,electronic,Airpiano
954710DD,65.27,Sarabeth Tucek,folk,Hey You
862C32F6,12.029000000000002,Ensemble Quartz,classical,Sonata for Two Violins and Basso Continuo in A major Op. 5 No. 1 HWV 396: I. Andante
AAFE5C02,2.9853096708333213,Jeff Beal,soundtrack,Hallucinations
5449D7D3,3.5589999999999997,,,
9A203652,24.944633,Orchestra Eros,pop,Bella ciao
335E7A02,544.878132,Sagath,world,Bikutsi mouvement
33A07AC,0.0,Arte Factum,classical,En Mai la Roussee - Ungaresca
C36690E3,182.39,Мельница,folkrock,Дороги
66510577,7.0,Sabrina Cortese & Michele Biki Panitti,classical,Ave Maria No. 7 Op. 13
1A338134,32.989000000000004,Monica Zetterlund,jazz,Sakta vi gå genom stan
FA61A432,95.00444399999999,Coph Nia,electronic,That Which Remains
AA2A2316,66.02108303703702,king yella,hiphop,Kodak Yella
A3591C7D,7.336,Kenneth Appiah,world,Praise Medley
FF1666E7,4.116081402520384,Joe B.G.,hiphop,Pour ma musique
83C806E9,302.949,Aghast View,electronic,Burst in Crossfire
2628467D,61.211298,Animato,psychedelic,Fuzz the Edges
D3AB8EA2,3.0,Энтони Grad,ruspop,Megapolis
9B29AD98,273.789375,Eddie Craig,bassline,Dub for Ya Speaker
494F1160,0.0,Z.O,hiphop,Hip Hop Train
9A57D59E,3.490773875,Nduyanyu,jazz,Jazz Hop
A36A5184,0.1,Rita Hayworth,jazz,I've Been Kissed Before
EAB5413F,4.293007736111111,Richard Feren,classical,Wendigo!
A92B4160,215.43400000000003,RDGLDGRN,hiphop,Opera
2FF783B4,0.1,,electronic,Painkiller
FD1C498E,7.257999999999999,Mark Hildreth,pop,I Just Wanna Love Someone
F80F1CC2,5.393,Констанция,ruspop,Дай мне повод
AD19E90F,13.0,,electronic,Satoshi Nakamoto
132C1C92,0.1,Саида Агрба,ruspop,Остаться
4C694D56,0.0,Peter Salett,rock,Heart of Mine
FC780DB6,146.468,Sarkis,rock,Movin' & Groovin'
146E731C,230.0,Kamu,electronic,Let's Chillout
C31F01B3,178.0,Samsara Inc.,easy,Red Light
DF4FBC41,64.10429961675314,Voice Of Ruin,metal,I Am the Danger
32D6263,7.529085214974059,Medicant Downline,electronic,From Eden (Chiptune)
DBD88DD9,67.0,Paulo,latin,Relax
90C2D233,0.1,Mekong Delta,rock,Transgression
90A9235B,21.75570505555556,Anny Hwang,classical,Klaviersonate No. 17 in D Minor Op. 31 No. 2: Der Sturm - Largo - Allegro
C69F4776,126.947833,The Hand,electronic,Supernova
D41433CF,6.4,Mute Forest,electronic,Volcanoes Flowing
2DEE87CF,181.812245,Vangelis Papageorgiou,jazz,The Funky Way
1ACACEB3,313.182018,Free Royalties Song,miscellaneous,Slowly
83C0D51A,0.1,,,
A95C6FA2,9.672,Jayceeoh,electronic,Elevate
E307C379,7.093999999999999,Тона,hiphop,ЗКД
22AE681D,0.0,Nox Arcana,instrumental,Toccata
F5EEF10C,0.1,,rock,
60B6DA8D,23.0,Steffon,rock,Dancing with My Demons
CD571D,200.179,Chris Montana,dance,Porto Hustle
B05D8D0E,0.1,Rhucle,electronic,New Again
D6295E4,63.84,DJ Mehdi,dance,Lucky Boy
4A688BA2,7.155867505555557,Felguk,dance,Love Bite
197D1A82,0.0,Kaushiki,world,Tarana - Raga Nat Bhairav
615CDC62,0.1,Jeff Mangum,folk,Two Headed Boy
26B0B3BB,0.0,Капитан Константин Баранов,shanson,Мой старый друг Курсантская
B9734EC8,60.951,,classical,Champagner-Polka Op. 211
8FD4C396,9.606993,Elva Hsiao,pop,Thriller MJ Legend
25DF5039,0.0,Scirocco,dance,Scirocco
D82E1659,7.331,DJ Insite,hiphop,Nuclear
F5FED080,5.228,Niklas Harding,dance,Ice Beach
263D90DF,6.699,Radiorama,pop,Top Model
DAE11C24,0.1,Roberto Goyeneche,argentinetango,Vals Del Carnaval
89DC41AD,1.8940000000000001,Randy Brecker,jazz,Aiaiai
FE76AC63,1.714,,,
786AE0E3,34.595,Champaign Pauli Carman,urban,How 'bout Us
2601B01F,0.0,Jodie Aysha & BVRZZ feat. BVRZZ,dance,Turn Me out (Ass Up)
7EE8D641,14.424000000000001,,rusrap,Камуфляж
3593F105,309.36815,Enzalla,dance,Fireflies
36C7790B,14.304,Walter Ríos Orquesta,world,Organito de la Tarde
2515140E,172.9316542312577,Sound Scope Quartet,jazz,Una Buena Tarde
426058B4,10.184045621874997,Chopah,hiphop,Drama
1B1F0252,134.321,Natalia Burcea Smiley Sorin ex Akcent Marius ex Akcent & Cream,children,Casuta din padure
F1AB203D,1.0,Dirty shafi,rnb,2pac
BB5191DE,1.036,הפרויקט של רביבו,jewish,מחרוזת שבת
EE35CDD2,197.044,Comet Kid,rock,When I'm Dead
C373F5B5,1.688979,Сон Лемура,rock,В небе
E7B9A1BE,19.050068,Levz,rusrap,Пьяный город
D7EBF7BF,0.1,,,
4099036F,220.26449,Евгения Власова,ruspop,Мы не судьба
D69A3CFB,8.0,Wire,rock,In Vivo
934BA684,96.27600000000001,Zion I,rap,Don't Lose Your Head
5FC0D421,0.0,Catfolkin,folk,La Nova Lola
5005C4AA,2.982846,Martin Tungevaag,electronic,Vidorra
81439B9E,141.555,,pop,I Love Sax
A062B34E,7.377247762658246,Generation Bastar,latin,Shingaling
3F5A9E24,3.0,The King's Son,pop,I'm Not Rich
9A6E77ED,7.0983650800592955,Phoenix,electronic,If I Ever Feel Better (I'd Go To The Disco)
36F18F6,234.96200000000002,HeDLesS,hiphop,Smoke
E67838DA,2.0,Oscar L,dance,Sometimes
3AD5C6CA,12.0,Smiley_61st,hiphop,Hammer
E1965DCA,195.83700000000002,Direct to Dreams,electronic,Requiem Mozart Remix
26C59169,137.0,Stephen Smith,children,Johnny Johnny Yes Papa
10B2224B,0.1,Infinite,hiphop,Rock N Soul
838D167B,0.1,Bossaleana,hiphop,Ride or Die
E6EED63C,558.8907668879161,,electronic,Seven Gates
238E1606,1.187,Jill Newman,blues,Without You
C297C504,3.171946105263161,Daniel Briegert,techno,Destruction 2.0
C0585CAA,18.24,Nicola Di Bari,world,Paese
3FEA7A4E,1.0,Dake,dance,Obsessed
DB27BE65,11.0,Tink,rnb,Treat Me Like Somebody
F5E5E338,64.21380699999999,02 (feat. Рожден),rnb,ar4i
B28BC29E,194.56,Gia Koka,pop,Trippin'
C81032CD,93.09200000000001,Dёргать!,punk,430 рублей и полпакета травы
D336705B,4.56,Sex Bomb,rock,Pretty Girl
E387BCC6,4.978,Mysteriouz Muziiq,world,Shinra Tensei
156F9D14,0.1,Рыбы,inspiritual,Езу Ты ўлюблённы Сын Айца
4829D3AA,4.005771793749997,Tony Maiello,pop,S'incendia la testa
A7A67D87,79.622,Zeellia,world,Вийди вийди Іванку
ED19D16C,1.0,,rusrap,Борода
CC15A544,2.0,Dick Walter,jazz,Cobwebs and Rainbows
4D367B69,6.104088826603327,Westbound Train,rock,Good Enough
267C4104,0.0,,dance,How Did You Know
61D39270,4.6956001966292105,Elektrofish,easy,Deep Water
44261203,106.57799999999999,,,
CB6B7F28,0.1,Marni Nixon,melodic,Show Me (Voice)
CED69412,346.163,Spline,electronic,Welcome
565C7EFB,197.575204,Max Ricco,ruspop,Играли в любовь
E46FE023,8.657746715277794,Jaxx & Vega & Chronix,dance,Blade
A947F3F1,334.550204,The Ineffable Orchestra / Irmin Hütter,rock,Walking In My Shoes
CDA72094,226.03755099999998,Filthzilla,electronic,Diamond Rings (feat. Josie Charlwood)
1F03C4AA,224.52200000000002,,,
33ECA709,2.56,Aécio,electronic,Natami
C4C8AEB0,482.324,Rasa,world,The Call to Govinda (He Govinda)
7F473A5A,192.391837,Corona.,experimental,Whut
E80B888C,4.930238,Ipanov,dance,Pholyphyly
5936DB9A,0.0,Camille Rodriguez,dance,One Night With Wagner
766E1130,40.0,James Everingham,soundtrack,Dreamstealer
8C7DA856,21.762467,Зинаида Бокарёва Антонида Ильина Оркестр радио,fairytail,Малахитовая шкатулка: Кольца серьги наголовник
D9188596,5.116933,,electronic,Dreamcatcher
8C20BFFF,96.00299999999999,Prima,rnb,505
A714CA09,74.768,Котик,alternative,Мальчик с вальс-концерта
B4F3F418,0.1,Draconian,epicmetal,The Empty Stare
B4B02089,0.0,Break It Down DC,hiphop,Panoramic Pink
D2502DA3,0.1,Kingslynn,rock,Young Bride
62A3514B,0.0,Милиганы,ruspop,Взлетай
205DAF42,10.070055783169082,Kronfeld,psychedelic,Short Life
D86B2853,227.813878,Markos Tegui,hiphop,Morefeen
749F04C5,0.1,Jonathan De Neck,world,La No-Bulería del Fantasma Azul
58AE5F0A,6.78,Хожай,ukrrock,Єдина
75C1DADC,4.127548444444444,Daniel Portman,funky,Parasol
80EAF37E,21.857816974683548,Halloween Hit Factory,holiday,Dark Phantom (Halloween Organ)
2BEE4F8F,209.65200000000002,Brother Culture,reggae,Know
6C259C1,261.01551,Gable LeBlanc,pop,I'm Here
F42BBDDA,312.633469,Kid Wise,electronic,Hope
B386F6B7,11.0,X-O-Planet,alternative,Can't Sustain
22870753,11.032,,rap,Оффлайны
AACCB108,236.19918399999997,CHINAH,pop,Away From Me
5EA96D47,105.978775,Leopold Stokowski Orchestra,classical,"Petrushka Pt. 1 ""The Shrovetide Fair"": The Magic Trick"
BE6F3D50,143.499,Django,pop,Ebb Tide (Bassa Marea)
D86D0ED2,17.962225,Black Smoke,disco,You Spin Me Round
7A6EFA3B,56.028,Спайдн Ривз,rusrap,Мариванна
4DD93AFD,393.555,Antonio Jackson,jazz,Santa Monica Drive
54BAE0A1,0.1,RMX,hiphop,Love Has No Color
7607DD7B,16.618663962499998,Daniel Aznar,easy,Tierra Prometida
42AE9183,181.33,Сергей Матвеенко,folk,Донна Аморе
445E5486,167.0,Bossman Birdie,hiphop,Good Good
830F65A,0.1,,pop,Wolke 4
F7C7E981,0.0,,,
EE99D4F6,9.402571857256774,Sandra & Andres,pop,Run Run Ruby
DA9EC75E,169.0,Tyron Hapi,dance,Anyway
A9F5B6E1,132.0,Pixelife,electronic,DC To Daylight
95BE19C2,20.0,Erin Muir,easy,Habanera
58EA38D,233.87428599999998,Keb’ Mo’,blues,So Long Goodbye
CF7F66B6,262.43,Jackal & DialedIN,electronic,Thinkin Bout U
6E07263C,0.1,K21,hiphop,Dead 'em Then Dance
668BA052,167.079184,Junior X,dancehall,Letting You Go
DCDCC2CC,48.0,Joseph Vincent,pop,Since You've Been Gone
EA16D54A,191.84325,Deeci,dance,Losing Control
4CD36BD5,5.457288,Thilo von Westernhagen,classical,Die Mauern von San Galgano
248F0B0D,95.47231500000001,Argentina Santos,world,Chico Da Mouraria
B87F0321,1.910318,Yamaha Symphonic Band,animated,"March ""Le Beau Drapeau"""
A0867140,256.96653100000003,DJ Okawari,hiphop,Be There
65A3BB91,6.299078754283433,,disco,Special Love
6732507B,328.91,Thabonage,world,Hello Hello
BA23C6D,29.0,DJ Smooth4Lyfe,hiphop,Freestyle Session
58E62010,0.0,Alain Planes [Artist],film,Intermezzo In A Opus 118 No.2: Andante Teneramente
D0D60E23,175.467,Phin,rock,Free Spirit
5336AF3,1.081,Mitch James,pop,21
F09CBC32,0.1,,classical,Adagio
786B8782,229.69099999999997,Patrool,hiphop,Валенки
38C2B6F,0.0,Atahualpa,world,Vientos Del Sur
48B532FB,1.389,Seth Vogt,dance,Lost feat. Goldillox
D2DBCF54,4.0,The Courteeners,rock,Not Nineteen Forever
515CF3E1,1.0,Vicki Shepard,vocal,Long John Blues (Dr. Long John)
ADF5BA32,177.377,Smile,pop,School is out
1333FE2B,151.118367,The Grassmasters,bluegrass,What Goes On
67F795B2,89.208163,Totem,folk,I'm Only Me
44F37339,219.0,Katrina,pop,Walking On Sunshine
E20016DF,50.0,Airbag,pop,Y Tú
8376E6FA,212.08816299999998,Xerath,metal,Intrenity
D5798FBE,26.424594,Quaid,punk,The Water Wasn't Clean
5196AD6C,5.02648178391959,Четыре Квартала,rusrock,Верить
B8215767,187.324,,,
16B68CC4,0.1,Hana Vu,rock,Team
4AFCE7ED,70.256,FYER,dance,The Lost (feat. Aloma Steele)
B0933F74,179.0170833,Karamelo Santo,punk,El Alcatraz
6223F8D,0.0,Bystander,rock,Safe
3760761A,6.319117000000006,,electronic,#Miamibackagain
67796E64,120.52898,,rock,Goodnight
F748FB77,17.590999999999998,,world,Aur Is Dil Mein
9B046005,45.699,Kakora,rusrap,Spacesex
B00D9AEE,276.297143,Blackmail,gangsta,Ruckas
480E0035,15.724232999999998,Cedric Leroy,ambient,Ouverture In Memory of Earthquake in Japan
7A2201F4,9.724,Front 242,electronic,Together
F965350F,182.700408,Mark Hewer,classical,Canon and Gigue in D Major
2E71C4E6,146.876,Scatman Crothers,jazz,The Thing
15EAF26B,0.1,Informatik,alternative,Brave New World
30D2A842,0.0,Einstein's Sister,rock,Second Time Around
5BD87292,2.575,Отто Нотман,ruspop,За руку держи меня
30ECCC47,0.1,Hakan Polat,pop,Server-i Ser Bülendimiz
8A4E7D9F,0.1,Алик Бендерский,russian,Только ты только я
A624DAF,3.6492711197916674,Denny Loco,dance,Immaterial
AC3A8D98,1.183664,The Pharcyde,hiphop,Somethin' That Means Somethin'
174FFCE,150.697,Bent USA,alternative,It's Over Man
ABB60F70,440.784,Nick Hollyster & Robin Orlando feat. Simon Graf,tech,Ride feat. Simon Graf
C4EDA32B,187.0889583,,jazz,Walkin’ My Baby Back Home
2A1D90B4,138.192598,Hamilton,electronic,You Had It
90988055,187.315,Julius Dreisig,dance,Barakah
C99FE687,0.0,Mokita,dance,Heaven
EA3F83D0,2.721,Wolkenlos,house,Pure
3839E74,13.0,Hulkoff,industrial,Beastmode
1D65110D,0.0,Крестовый туз,chanson,Туман
811897,350.014694,Eightball & MJG,hiphop,In The Line Of Duty
2171C614,0.1,Stan Hunter & Patrick Bettison,jazz,Ballad of Stan and Pam
3B632151,4.0,Dave B,rnb,Gone
F8F6ED1E,353.0,Ebony Willis,minimal,Nobody
8E185A65,4.369,Classic Breaks,hiphop,Classic Breakbeat 47
ACDD47DD,3.0,Canard,dance,Work
85464663,210.729796,Camp I.D.,rap,Thug N*** Thug B****
E802C341,223.0,XACV SQUAD,rusrap,Чувашский ниндзя
1806F25E,195.99900000000002,Alexia Stone,dance,Mr. Saxobeat
BEB9B0A6,2.785895,Annominus,rock,Whore of Your Grace
D300A999,4.378,НЕ4ТО(abro&vino),rusrap,Стелька
961D7BB,384.548542,Down with the Gypsies,rock,Intro
90BCB267,268.329,Volvox,dance,Pressure
482F708B,27.0,Dj Salamandra,house,Indigo
4CF9063E,22.551778,Rico Belled,jazz,El Pollo Loco Funk
A0648783,473.036,Emily Sun,classical,Violin Sonata in F Major (1838): II. Adagio
5BED9D7C,137.377959,Barry Mann,rock,Feeling
72F71B89,12.585,Холодный Воин,hiphop,Весна
5BCA4BED,0.1,BenJamin Banger,instrumental,5-11-15
C4918B0E,118.27758606968125,At Sunset,pop,Kiss Me
85AFD9FF,3.0,R&R,dance,MLG
8259D953,0.0,Mc B-Kicker,dance,Hard and Faster
EF2C1B5E,269.74,Exmortus,metal,Into the Maw of Hell
3F2252F2,4.527,Кредо+,pop,Tempo
8306CB54,2.364,Jamily,gospel,Shelter
B4EEA652,5.715204,Appetizer,k-pop,Forget
6450482B,11.928145888541666,Civil War,metal,It Hurts When I Pee
62712E7A,5.714695,Восемь по Гринвичу,ruspop,Падает снег
9371B3DC,0.1,Michael Levy,world,Ancient Greek Music Fragment (Bellermann Fragment)
29BCD2E0,249.31265299999998,Atrocious Abnormality,metal,Bound for Damnation
8861069D,4.0,Hanane,world,Baddi Ello
44B0FF4D,2.1959999999999997,Botnek,dance,Tremors
46EF0F02,215.829,Vitaly Sumarokov,instrumental,Triumph
6F05C789,77.0,Bajm,pop,Mysli I Slowa
4F1C111C,3.244088,Gepy & Gepy,pop,Angelo blu
FE76AC63,0.1,,,
42CF26DF,36.0,Boule Noire,pop,Dansons c'est bon!
3CF9AFDB,3.8489999999999998,Cryptex,electronic,Concerto
A3504F99,0.1,,,
6655F97F,271.2,FPM,electronic,Curiosity
C0242002,0.1,,miscellaneous,Closure
C8D08D51,45.0,MC Marcelly,funk,Arma Secreta
E63C52EB,274.651425,GN,dance,Touch me
AC1993E9,18.475770999999998,Игорь Бойко,fusion,Просто блюз
F861D762,218.042,The Blue Hammock,dance,Shout
217595E,13.98,Peña Kalimotxo,world,Gypsy Heart
E307ED96,21.0,Ray Peterson,pop,Is It Wrong?
BA937B08,17.342,Night Ranger,rock,I Don't Call This Love
1AD1791B,11.029018438194445,MERMiT,dance,Black Horizon
49B7E8D3,394.475102,Brigham Phillips,world,Kilkelly
53CAA118,168.0,The Elegants,rnb,Twinkle Twinkle Little Star
A6F3C2D2,7.953912,Ilu,rock,Graffiti Hen Ewrop
4C19E776,1.589,,electronic,No Satisfaction
43F0D4CB,0.0,Jacob Young,jazz,Feathers
AE19E057,245.27200000000002,Bryan Kearney,dance,We Are The Creators
E43379D7,4.481,Smooth Jazz Saxophone Band,jazz,Fallin'
3E7ADFB8,0.0,Abu,world,Abu
3CF9AFDB,40.407,The V Motion Project,dance,Can't Help Myself
BB88215E,19.356865,Abdulhadi Kanakiri,world,Sourate Athariyat
B474446F,2.019,Come'n'Done,hiphop,Сделано на Комендане
5AF202FE,3.0,Morrisson,house,Sanctify
B8215767,83.714,,,
3D611756,328.0,LX One,dubstep,Why
56DAB0F8,5.381,Delmar Brown,fusion,Seasons
3B5F1B18,207.0,Dema B,electronic,Suburban
17CA0883,3.516,Fun 'Da' Mental,world,Ja Sha Taan
7FD92C48,286.0,Jars Of Clay,alternative,Love Song For A Savior
3760761A,7.481045,La Gypsy,world,Sirva el Mate
513F6DC5,0.0,,,
DFCE7896,264.724898,Shot Out,urban,U Don't Wanna See Me (feat. Lp of Yellowcard)
467A8FAB,14.968003,Arrogant,hiphop,La La La La La (feat. Cobain & Don Nova)
9C188E84,0.1,Ulytau,rock,Kokil
9999A9BD,0.1,Brandon Bizior,pop,Addicted
3C1DFA8,3.9382,Meleni Smith,soundtrack,Happy
46A6CBD7,186.48,The Wild Kids,indie,I'm Leaving
BC81DD06,0.0,Candy Sandy,dance,Lolly Pop
4FCCDFD3,22.888386999999998,Tender,children,Panie Szukam Cie
45AF018B,24.891184736585355,Nevin Doğanay,folk,Keje
7C746638,1.089,Matan Ariel & Friends,children,The Summer Vacation
E0F20B88,294.50449,Jupiter Ace,dance,Glowing in the Dark
80EAF37E,0.068843,Rish,dance,Organ Scream
DC7F6397,0.0,,,
ADFCE799,218.0,Thomas Feelman SOVTH,house,Zephyr
7E5BBAC5,209.502025,The Mothers Of Invention,rock,Hungry Freaks Daddy
C991982,164.94,GentleBeatz,hiphop,Silent Thoughts
C250AEB1,149.44299999999998,Outer Heaven,metal,Putrid Dwelling
FA93A451,178.076735,Crosby Stills Nash & Young,folkrock,Families
D57F563A,209.136292,The Script,pop,Rain
A0998808,284.264,,,
FB408537,140.450521,,classical,Piano Concerto No. 3 in D Minor Op. 30 in D Minor: I. Allegro ma non tanto
CD100079,407.2254226,,dance,Club Wedding (Wawa Dub)
